id_movimiento,fecha,almacen,provincia,producto,categoria,caduca,estado_ciclo,cantidad,costo_almacenamiento,fecha_vencimiento
476,2025-09-14 22:08:59,Depósito Central,Buenos Aires,Arena fina m3,Materiales construcción,False,Empacado,187.0,322.55,
477,2024-10-14 16:37:30,Sucursal Córdoba,Córdoba,Alicate universal,Herramientas manuales,False,Recibido,48.0,32.8,
478,2024-09-20 03:18:01,Depósito Central,Buenos Aires,Regadera plástica,Jardinería,False,Boca de inspección,87.0,46.87,
479,2025-03-13 12:00:17,Sucursal Córdoba,Córdoba,Regadera plástica,Jardinería,False,Empacado,156.0,89.86,
480,2025-05-15 18:05:52,Depósito Central,Buenos Aires,Pegamento de contacto,Adhesivos y selladores,True,Devuelto a proveedor,107.0,262.47,2025-12-11 18:05:52
481,2025-04-23 03:57:18,Sucursal Tucumán,Tucumán,Interruptor simple,Electricidad,False,Removido inventario,76.0,43.18,
482,2024-10-25 08:22:01,Sucursal Mendoza,Mendoza,Caño PVC 2m,Materiales construcción,False,En bandeja,152.0,134.55,
483,2024-10-14 23:18:48,Sucursal Mendoza,Mendoza,Bomba de agua 1HP,Plomería,False,En bandeja,39.0,33.05,
484,2025-04-13 07:35:24,Depósito Central,Buenos Aires,Disyuntor 25A,Electricidad,False,Removido inventario,85.0,88.83,
485,2024-12-08 07:12:58,Sucursal Mendoza,Mendoza,Adhesivo epoxi,Adhesivos y selladores,True,Autorizado venta,,74.94,2026-10-05 07:12:58
486,2025-03-31 23:39:40,Depósito Central,Buenos Aires,Yeso en polvo 30kg,Materiales construcción,False,En bandeja,128.0,153.08,
487,2024-12-28 12:19:16,Sucursal Rosario,Santa Fe,Regadera plástica,Jardinería,False,En bandeja,63.0,29.88,
488,2024-11-06 23:03:31,Sucursal Rosario,Santa Fe,Adhesivo epoxi,Adhesivos y selladores,True,Devuelto cliente,52.0,114.92,2026-06-30 23:03:31
489,2025-09-13 23:04:55,Sucursal Mendoza,Mendoza,Bomba de agua 1HP,Plomería,False,Empacado,122.0,236.65,
490,2025-01-30 01:28:20,Sucursal Córdoba,Córdoba,Disyuntor 25A,Electricidad,False,Removido inventario,102.0,166.36,
491,2025-08-24 14:43:24,Sucursal Tucumán,Tucumán,Clavos de acero,Fijaciones,False,Empacado,199.0,105.73,
492,2024-10-13 05:39:20,Sucursal Tucumán,Tucumán,Grifería monocomando,Plomería,False,Recibido,116.0,198.4,
493,2025-08-23 23:52:00,Depósito Central,Buenos Aires,Martillo carpintero,Herramientas manuales,False,Retirado de bandeja,41.0,18.35,
494,2024-12-20 09:22:11,Sucursal Córdoba,Córdoba,Bolsa de cemento 50kg,Materiales construcción,False,Recibido,156.0,92.62,
495,2025-02-07 00:42:58,Depósito Central,Buenos Aires,Lámpara LED 9W,Electricidad,False,Devuelto cliente,118.0,159.05,
496,2025-01-05 04:44:57,Sucursal Rosario,Santa Fe,Manguera 15m,Jardinería,False,Recibido,93.0,,
497,2024-11-16 18:46:52,Depósito Central,Buenos Aires,Caño galvanizado 1m,Plomería,False,Recibido,54.0,62.26,
498,2025-03-05 16:39:01,Sucursal Mendoza,Mendoza,Aerosol anticorrosivo,Pinturas y químicos,True,Recibido,75.0,107.64,2026-08-17 16:39:01
499,2025-08-06 07:32:25,Depósito Central,Buenos Aires,Caja de tornillos,Fijaciones,False,Enviado cliente,156.0,73.01,
500,2025-04-15 11:37:57,Sucursal Tucumán,Tucumán,Caño PVC 2m,Materiales construcción,False,En bandeja,130.0,216.76,
501,2025-06-16 17:56:29,Depósito Central,Buenos Aires,Barniz para madera,Pinturas y químicos,True,Autorizado venta,103.0,257.99,2026-12-28 17:56:29
502,2025-01-12 00:08:17,Sucursal Córdoba,Córdoba,Pala ancha,Jardinería,False,En bandeja,127.0,181.77,
503,2025-05-12 01:43:26,Depósito Central,Buenos Aires,Martillo carpintero,Herramientas manuales,False,Retirado de bandeja,19.0,16.77,
504,2025-07-26 23:11:27,Depósito Central,Buenos Aires,Caño galvanizado 1m,Plomería,False,Retornado inventario,94.0,20.4,
505,2025-05-28 11:58:30,Sucursal Rosario,Santa Fe,Caja de tornillos,Fijaciones,False,Retirado de bandeja,167.0,227.26,
506,2025-04-09 22:33:31,Depósito Central,Buenos Aires,Sellador acrílico,Adhesivos y selladores,True,Enviado cliente,67.0,161.52,2026-02-28 22:33:31
507,2024-09-19 13:23:26,Sucursal Rosario,Santa Fe,Caño PVC 2m,Materiales construcción,False,En bandeja,170.0,48.25,
508,2025-06-02 21:24:37,Sucursal Tucumán,Tucumán,Destornillador Philips,Herramientas manuales,False,Devuelto cliente,27.0,37.38,
509,2025-07-30 20:26:12,Depósito Central,Buenos Aires,Tarugos plásticos,Fijaciones,False,Devuelto a proveedor,202.0,253.85,
510,2025-04-19 21:44:31,Sucursal Mendoza,Mendoza,Casco de seguridad,Protección personal,True,En inspección,59.0,93.2,2027-02-18 21:44:31
511,2025-01-10 18:53:10,Sucursal Mendoza,Mendoza,Botines de seguridad,Protección personal,True,Retirado de bandeja,86.0,174.42,2025-08-31 18:53:10
512,2025-09-13 09:04:11,Sucursal Mendoza,Mendoza,Alicate universal,Herramientas manuales,False,Recibido,39.0,14.66,
513,2025-06-01 03:42:18,Sucursal Mendoza,Mendoza,Bolsa de cemento 50kg,Materiales construcción,False,Devuelto cliente,188.0,297.83,
514,2024-10-26 17:58:13,Sucursal Mendoza,Mendoza,Manguera 15m,Jardinería,False,Recibido,57.0,76.46,
515,2025-09-16 03:56:09,Sucursal Córdoba,Córdoba,Disyuntor 25A,Electricidad,False,Autorizado venta,65.0,77.71,
516,2025-08-23 13:12:38,Sucursal Córdoba,Córdoba,Gafas protectoras,Protección personal,True,Retornado inventario,-4.0,159.83,2026-12-15 13:12:38
517,2024-11-07 16:09:29,Sucursal Mendoza,Mendoza,Alicate universal,Herramientas manuales,False,Devuelto a proveedor,47.0,69.73,
518,2024-12-28 05:28:30,Sucursal Córdoba,Córdoba,Destornillador Philips,Herramientas manuales,False,Retirado de bandeja,25.0,37.03,
519,2024-10-31 08:20:50,Sucursal Mendoza,Mendoza,Pernos con tuerca,Fijaciones,False,Autorizado venta,204.0,79.93,
520,2025-08-28 01:11:51,Sucursal Rosario,Santa Fe,Sierra circular,Herramientas eléctricas,False,Autorizado venta,51.0,80.09,
521,2024-10-28 02:07:18,Depósito Central,Buenos Aires,Destornillador plano,Herramientas manuales,False,,14.0,13.66,
522,2025-07-01 20:17:57,Sucursal Tucumán,Tucumán,Flexibles de acero,Plomería,False,Retirado de bandeja,93.0,35.89,
523,2025-04-19 08:53:32,Sucursal Tucumán,Tucumán,Destornillador Philips,Herramientas manuales,False,Boca de inspección,30.0,38.23,
524,2024-11-15 21:21:13,Depósito Central,Buenos Aires,Cinta aisladora,Adhesivos y selladores,True,En bandeja,94.0,115.46,2025-05-10 21:21:13
525,2024-12-31 06:56:36,Sucursal Tucumán,Tucumán,Válvula esférica,Plomería,False,Enviado cliente,60.0,30.31,
526,2025-01-03 22:37:58,Sucursal Córdoba,Córdoba,Guantes de trabajo,Protección personal,True,En bandeja,34.0,32.8,2026-08-20 22:37:58
527,2025-05-09 09:53:48,Sucursal Córdoba,Córdoba,Caja de tornillos,Fijaciones,False,Retirado de bandeja,118.0,82.21,
528,2024-12-07 07:41:05,Depósito Central,Buenos Aires,Barniz para madera,Pinturas y químicos,True,Autorizado venta,81.0,68.77,2025-11-14 07:41:05
529,2025-06-22 05:06:16,Sucursal Tucumán,Tucumán,Toma corriente doble,Electricidad,False,Devuelto a proveedor,86.0,88.08,
530,2025-01-27 16:21:00,Depósito Central,Buenos Aires,Tarugos plásticos,Fijaciones,False,Retirado de bandeja,154.0,122.89,
531,2024-12-04 14:08:19,Sucursal Mendoza,Mendoza,Manguera 15m,Jardinería,False,Empacado,95.0,76.24,
532,2025-06-10 12:24:42,Sucursal Mendoza,Mendoza,Pala ancha,Jardinería,False,Autorizado venta,38.0,48.86,
533,2025-05-20 20:00:01,Sucursal Mendoza,Mendoza,Bloques de hormigón,Materiales construcción,False,En inspección,196.0,379.5,
534,2025-08-13 18:11:52,Sucursal Rosario,Santa Fe,Pegamento de contacto,Adhesivos y selladores,True,Devuelto cliente,49.0,102.4,2026-10-10 18:11:52
535,2024-12-28 00:58:56,Sucursal Rosario,Santa Fe,Arnés de seguridad,Protección personal,True,Autorizado venta,63.0,33.17,2026-10-26 00:58:56
536,2025-03-31 19:13:40,Sucursal Tucumán,Tucumán,Caño PVC 2m,Materiales construcción,False,En inspección,202.0,288.27,
537,2025-03-25 05:55:15,Sucursal Rosario,Santa Fe,Grifería monocomando,Plomería,False,Removido inventario,58.0,33.49,
538,2024-12-23 01:05:37,Sucursal Rosario,Santa Fe,Pintura látex 4L,Pinturas y químicos,True,Retornado inventario,70.0,99.99,2026-01-27 01:05:37
539,2025-09-03 02:49:18,Sucursal Córdoba,Córdoba,Arena fina m3,Materiales construcción,False,Removido inventario,250.0,240.41,
540,2025-09-04 05:07:47,Sucursal Rosario,Santa Fe,Casco de seguridad,Protección personal,True,Devuelto cliente,65.0,89.79,2027-01-17 05:07:47
541,2025-08-11 02:43:56,Sucursal Rosario,Santa Fe,Flexibles de acero,Plomería,False,Enviado cliente,,26.62,
542,2024-10-06 05:57:15,Sucursal Tucumán,Tucumán,Sellador acrílico,Adhesivos y selladores,True,Retornado inventario,51.0,122.38,2025-04-25 05:57:15
543,2024-10-22 08:45:29,Sucursal Córdoba,Córdoba,Arena fina m3,Materiales construcción,False,Retornado inventario,226.0,294.44,
544,2025-05-20 20:26:01,Sucursal Mendoza,Mendoza,Manguera 15m,Jardinería,False,Retirado de bandeja,116.0,45.32,
545,2025-02-28 00:29:11,Sucursal Córdoba,Córdoba,Destornillador Philips,Herramientas manuales,False,Enviado cliente,2.0,3.09,
546,2025-08-04 14:33:31,Sucursal Tucumán,Tucumán,Flexibles de acero,Plomería,False,Devuelto a proveedor,60.0,60.14,
547,2025-01-01 23:19:14,Sucursal Tucumán,Tucumán,Gafas protectoras,Protección personal,True,Removido inventario,94.0,134.52,2026-03-20 23:19:14
548,2024-10-03 15:23:33,Depósito Central,Buenos Aires,Lijadora orbital,Herramientas eléctricas,False,En bandeja,36.0,,
549,2024-09-17 21:31:20,Sucursal Córdoba,Córdoba,Martillo carpintero,Herramientas manuales,False,Autorizado venta,45.0,34.26,
550,2025-01-24 01:26:47,Sucursal Tucumán,Tucumán,Interruptor simple,Electricidad,False,Empacado,64.0,52.92,
551,2025-07-12 23:49:34,Sucursal Rosario,Santa Fe,Llave inglesa,Herramientas manuales,False,Autorizado venta,,13.16,
552,2024-11-06 07:48:06,Depósito Central,Buenos Aires,Taladro eléctrico,Herramientas eléctricas,False,Autorizado venta,37.0,50.55,
553,2025-05-21 22:48:04,Sucursal Tucumán,Tucumán,Clavos de acero,Fijaciones,False,En inspección,258.0,307.91,
554,2024-12-27 06:04:27,Sucursal Rosario,Santa Fe,Sellador acrílico,Adhesivos y selladores,True,Empacado,86.0,69.02,2026-05-15 06:04:27
555,2024-11-18 06:31:38,Sucursal Rosario,Santa Fe,Clavos de acero,Fijaciones,False,Retirado de bandeja,216.0,54.55,
556,2025-07-01 09:14:49,Sucursal Rosario,Santa Fe,Pala ancha,Jardinería,False,Devuelto cliente,69.0,67.15,
557,2025-03-07 02:40:46,Sucursal Córdoba,Córdoba,Amoladora angular,Herramientas eléctricas,False,En bandeja,32.0,49.73,
558,2025-04-18 18:30:30,Depósito Central,Buenos Aires,Alicate universal,Herramientas manuales,False,Enviado cliente,33.0,17.71,
559,2025-06-17 13:46:17,Sucursal Rosario,Santa Fe,Adhesivo epoxi,Adhesivos y selladores,True,Boca de inspección,89.0,77.78,2027-01-29 13:46:17
560,2025-03-01 14:48:18,Sucursal Tucumán,Tucumán,Bomba de agua 1HP,Plomería,False,Retirado de bandeja,69.0,89.72,
561,2025-04-22 08:30:18,Sucursal Mendoza,Mendoza,Tijera de podar,Jardinería,False,Autorizado venta,87.0,149.81,
562,2024-09-20 06:36:08,Sucursal Mendoza,Mendoza,Pala ancha,Jardinería,False,Devuelto cliente,131.0,165.36,
563,2024-10-29 23:12:51,Depósito Central,Buenos Aires,Tarugos plásticos,Fijaciones,False,Devuelto a proveedor,243.0,182.17,
564,2024-10-15 17:47:51,Sucursal Córdoba,Córdoba,Tarugos plásticos,Fijaciones,False,Enviado cliente,183.0,164.56,
565,2025-08-25 11:37:20,Sucursal Tucumán,Tucumán,Pala ancha,Jardinería,False,Retirado de bandeja,110.0,105.76,
566,2025-06-11 21:14:37,Sucursal Córdoba,Córdoba,Toma corriente doble,Electricidad,False,Enviado cliente,69.0,34.52,
567,2025-09-02 13:41:56,Sucursal Córdoba,Córdoba,Esmalte sintético 1L,Pinturas y químicos,True,Autorizado venta,29.0,64.68,2027-08-27 13:41:56
568,2024-11-13 09:45:38,Depósito Central,Buenos Aires,Sierra circular,Herramientas eléctricas,False,Empacado,24.0,10.7,
569,2025-04-16 09:44:39,Sucursal Tucumán,Tucumán,Botines de seguridad,Protección personal,True,Retornado inventario,33.0,46.8,2026-11-30 09:44:39
570,2024-09-30 12:16:50,Sucursal Rosario,Santa Fe,Gafas protectoras,Protección personal,True,En inspección,71.0,32.19,2025-01-29 12:16:50
571,2025-08-06 15:27:48,Depósito Central,Buenos Aires,Arena fina m3,Materiales construcción,False,En bandeja,200.0,120.94,
572,2025-02-06 21:48:59,Sucursal Rosario,Santa Fe,Esmalte sintético 1L,Pinturas y químicos,True,Devuelto cliente,121.0,241.7,2026-09-26 21:48:59
573,2025-04-30 17:51:24,Depósito Central,Buenos Aires,Flexibles de acero,Plomería,False,Devuelto cliente,88.0,35.69,
574,2025-04-19 02:22:52,Sucursal Tucumán,Tucumán,Bomba de agua 1HP,Plomería,False,Recibido,74.0,116.03,
575,2024-11-13 00:48:29,Sucursal Córdoba,Córdoba,Toma corriente doble,Electricidad,False,Retirado de bandeja,100.0,38.43,
576,2025-03-02 10:22:36,Depósito Central,Buenos Aires,Arena fina m3,Materiales construcción,False,Empacado,89.0,59.9,
577,2024-11-05 00:21:09,Depósito Central,Buenos Aires,Llave inglesa,Herramientas manuales,False,Devuelto a proveedor,43.0,24.84,
578,2024-10-02 18:20:50,Sucursal Tucumán,Tucumán,Fertilizante granulado,Jardinería,False,Retornado inventario,99.0,96.1,
579,2025-01-14 05:39:00,Sucursal Córdoba,Córdoba,Pala ancha,Jardinería,False,Devuelto a proveedor,43.0,70.94,
580,2025-02-05 03:16:21,Sucursal Tucumán,Tucumán,Fertilizante granulado,Jardinería,False,En bandeja,108.0,137.63,
581,2025-08-31 15:35:20,Sucursal Mendoza,Mendoza,Tarugos plásticos,Fijaciones,False,En bandeja,216.0,265.88,
582,2025-09-13 21:29:05,Sucursal Córdoba,Córdoba,Grifería monocomando,Plomería,False,Retirado de bandeja,,127.91,
583,2025-07-22 16:52:18,Sucursal Córdoba,Córdoba,Esmalte sintético 1L,Pinturas y químicos,True,Devuelto a proveedor,95.0,57.21,2026-09-14 16:52:18
584,2025-08-16 18:48:13,Sucursal Rosario,Santa Fe,Bloques de hormigón,Materiales construcción,False,En inspección,313.0,387.92,
585,2024-10-02 00:19:16,Sucursal Rosario,Santa Fe,Barniz para madera,Pinturas y químicos,True,Empacado,84.0,36.68,2025-04-05 00:19:16
586,2025-08-31 15:03:32,Sucursal Mendoza,Mendoza,Botines de seguridad,Protección personal,True,Removido inventario,86.0,210.79,2026-12-11 15:03:32
587,2025-02-02 11:29:52,Sucursal Mendoza,Mendoza,Disyuntor 25A,Electricidad,False,Devuelto cliente,68.0,13.9,
588,2024-12-07 02:31:45,Sucursal Mendoza,Mendoza,Llave inglesa,Herramientas manuales,False,Boca de inspección,27.0,44.07,
589,2025-06-08 09:47:47,Sucursal Rosario,Santa Fe,Guantes de trabajo,Protección personal,True,Devuelto a proveedor,100.0,141.76,2026-08-02 09:47:47
590,2024-12-22 10:15:35,Sucursal Tucumán,Tucumán,Removedor de pintura,Pinturas y químicos,True,Devuelto cliente,58.0,32.8,2026-07-31 10:15:35
591,2025-06-02 12:44:38,Depósito Central,Buenos Aires,Silicona selladora,Adhesivos y selladores,True,Boca de inspección,81.0,139.75,2026-12-14 12:44:38
592,2024-10-26 10:34:48,Sucursal Córdoba,Córdoba,Taladro eléctrico,Herramientas eléctricas,False,Empacado,32.0,32.7,
593,2025-01-31 20:59:52,Sucursal Córdoba,Córdoba,Guantes de trabajo,Protección personal,True,Retornado inventario,91.0,87.94,2026-02-05 20:59:52
594,2025-07-16 11:41:04,Sucursal Mendoza,Mendoza,Destornillador Philips,Herramientas manuales,False,Boca de inspección,45.0,39.12,
595,2025-04-21 22:58:00,Sucursal Rosario,Santa Fe,Caja de tornillos,Fijaciones,False,Retornado inventario,251.0,188.23,
596,2025-08-25 21:12:24,Depósito Central,Buenos Aires,Bloques de hormigón,Materiales construcción,False,Removido inventario,174.0,64.61,
597,2025-08-22 05:23:15,Depósito Central,Buenos Aires,Bloques de hormigón,Materiales construcción,False,En inspección,186.0,235.96,
598,2025-02-21 08:11:09,Depósito Central,Buenos Aires,Caño galvanizado 1m,Plomería,False,Recibido,55.0,79.86,
599,2025-05-15 13:27:31,Sucursal Córdoba,Córdoba,Llave inglesa,Herramientas manuales,False,Empacado,33.0,10.81,
600,2025-07-04 14:06:42,Depósito Central,Buenos Aires,Casco de seguridad,Protección personal,True,Boca de inspección,89.0,88.4,2026-08-04 14:06:42
601,2024-11-15 13:00:56,Sucursal Córdoba,Córdoba,Pernos con tuerca,Fijaciones,False,Retornado inventario,237.0,470.99,
602,2025-09-11 01:13:06,Sucursal Tucumán,Tucumán,Caja de tornillos,Fijaciones,False,Devuelto cliente,153.0,32.93,
603,2025-09-12 15:35:36,Sucursal Mendoza,Mendoza,Pernos con tuerca,Fijaciones,False,Removido inventario,243.0,141.79,
604,2024-12-17 11:01:33,Sucursal Tucumán,Tucumán,Pernos con tuerca,Fijaciones,False,Retornado inventario,267.0,266.01,
605,2025-08-18 07:11:00,Depósito Central,Buenos Aires,Bolsa de cemento 50kg,Materiales construcción,False,En inspección,220.0,341.97,
606,2024-11-18 15:06:01,Sucursal Mendoza,Mendoza,Manguera 15m,Jardinería,False,Retirado de bandeja,126.0,96.53,
607,2025-07-24 03:57:41,Sucursal Mendoza,Mendoza,Clavos de acero,Fijaciones,False,Retornado inventario,,56.62,
608,2025-07-28 09:24:51,Sucursal Tucumán,Tucumán,Flexibles de acero,Plomería,False,Removido inventario,48.0,62.1,
609,2024-11-24 06:43:18,Sucursal Córdoba,Córdoba,Sierra circular,Herramientas eléctricas,False,Enviado cliente,13.0,16.8,
610,2025-08-24 19:52:07,Sucursal Mendoza,Mendoza,Bloques de hormigón,Materiales construcción,False,Retornado inventario,274.0,81.71,
611,2025-02-23 15:20:11,Sucursal Rosario,Santa Fe,Bloques de hormigón,Materiales construcción,False,Boca de inspección,232.0,147.08,
612,2024-09-26 03:29:59,Sucursal Tucumán,Tucumán,Tijera de podar,Jardinería,False,Recibido,78.0,154.16,
613,2024-11-25 04:14:12,Sucursal Rosario,Santa Fe,Adhesivo epoxi,Adhesivos y selladores,True,Devuelto cliente,86.0,107.05,2026-09-05 04:14:12
614,2025-06-29 13:45:09,Depósito Central,Buenos Aires,Pernos con tuerca,Fijaciones,False,Recibido,143.0,179.79,
615,2025-09-10 13:19:13,Sucursal Córdoba,Córdoba,Sierra circular,Herramientas eléctricas,False,Recibido,76.0,141.41,
616,2025-01-23 12:40:01,Sucursal Mendoza,Mendoza,Botines de seguridad,Protección personal,True,Retornado inventario,83.0,159.99,2026-06-22 12:40:01
617,2025-07-17 08:50:41,Depósito Central,Buenos Aires,Gafas protectoras,Protección personal,True,Retornado inventario,82.0,124.28,2027-07-07 08:50:41
618,2025-09-13 00:18:25,Depósito Central,Buenos Aires,Tarugos plásticos,Fijaciones,False,En bandeja,236.0,80.77,
619,2025-02-23 09:55:08,Sucursal Tucumán,Tucumán,Yeso en polvo 30kg,Materiales construcción,False,Autorizado venta,224.0,202.34,
620,2025-07-25 01:50:51,Sucursal Rosario,Santa Fe,Destornillador Philips,Herramientas manuales,False,Removido inventario,43.0,82.4,
621,2025-06-03 16:27:40,Sucursal Córdoba,Córdoba,Bolsa de cemento 50kg,Materiales construcción,False,Boca de inspección,160.0,298.29,
622,2025-08-18 02:08:04,Sucursal Tucumán,Tucumán,Llave inglesa,Herramientas manuales,False,Devuelto cliente,47.0,14.06,
623,2025-06-28 23:42:25,Depósito Central,Buenos Aires,Caja de tornillos,Fijaciones,False,Removido inventario,294.0,131.41,
624,2025-07-28 09:12:19,Sucursal Rosario,Santa Fe,Amoladora angular,Herramientas eléctricas,False,Autorizado venta,60.0,68.48,
625,2024-12-21 21:33:37,Sucursal Mendoza,Mendoza,Esmalte sintético 1L,Pinturas y químicos,True,En inspección,119.0,239.72,2025-12-21 21:33:37
626,2024-12-29 03:17:01,Sucursal Mendoza,Mendoza,Martillo carpintero,Herramientas manuales,False,Retirado de bandeja,32.0,22.07,
627,2024-11-17 08:18:20,Sucursal Tucumán,Tucumán,Destornillador Philips,Herramientas manuales,False,Retornado inventario,25.0,8.47,
628,2025-07-19 07:20:11,Sucursal Mendoza,Mendoza,Toma corriente doble,Electricidad,False,Recibido,76.0,83.55,
629,2025-06-15 20:51:38,Sucursal Mendoza,Mendoza,Pala ancha,Jardinería,False,En inspección,81.0,53.4,
630,2024-10-28 11:59:54,Depósito Central,Buenos Aires,Alicate universal,Herramientas manuales,False,Devuelto a proveedor,56.0,85.87,
631,2025-02-12 02:01:17,Depósito Central,Buenos Aires,Taladro eléctrico,Herramientas eléctricas,False,Devuelto a proveedor,14.0,3.96,
632,2025-08-21 05:39:28,Sucursal Córdoba,Córdoba,Cinta aisladora,Adhesivos y selladores,True,En inspección,118.0,287.79,2025-12-25 05:39:28
633,2024-10-01 13:24:49,Sucursal Córdoba,Córdoba,Caño galvanizado 1m,Plomería,False,Autorizado venta,76.0,49.16,
634,2025-08-15 23:08:35,Depósito Central,Buenos Aires,Pegamento de contacto,Adhesivos y selladores,True,Devuelto cliente,69.0,78.13,2027-04-11 23:08:35
635,2025-03-18 07:37:23,Sucursal Córdoba,Córdoba,Amoladora angular,Herramientas eléctricas,False,Enviado cliente,24.0,47.2,
636,2024-12-11 21:42:24,Sucursal Rosario,Santa Fe,Casco de seguridad,Protección personal,True,En bandeja,38.0,,2026-01-23 21:42:24
637,2024-12-03 00:37:39,Sucursal Tucumán,Tucumán,Silicona selladora,Adhesivos y selladores,True,Empacado,100.0,27.86,2025-09-24 00:37:39
638,2025-07-30 15:36:46,Sucursal Mendoza,Mendoza,Aerosol anticorrosivo,Pinturas y químicos,True,Removido inventario,81.0,139.09,2027-02-15 15:36:46
639,2025-09-08 05:03:58,Sucursal Rosario,Santa Fe,Sellador acrílico,Adhesivos y selladores,True,Devuelto a proveedor,47.0,92.78,2027-06-19 05:03:58
640,2025-03-14 06:48:40,Depósito Central,Buenos Aires,Yeso en polvo 30kg,Materiales construcción,False,Retirado de bandeja,135.0,32.81,
641,2025-01-30 07:31:36,Depósito Central,Buenos Aires,Bomba de agua 1HP,Plomería,False,Autorizado venta,71.0,14.39,
642,2025-01-13 01:03:33,Depósito Central,Buenos Aires,Arnés de seguridad,Protección personal,True,Devuelto a proveedor,121.0,181.47,2025-12-12 01:03:33
643,2025-08-01 04:25:39,Depósito Central,Buenos Aires,Gafas protectoras,Protección personal,True,En inspección,73.0,140.54,2026-02-02 04:25:39
644,2025-07-22 09:37:53,Sucursal Tucumán,Tucumán,Amoladora angular,Herramientas eléctricas,False,Retirado de bandeja,17.0,24.85,
645,2025-08-20 21:47:36,Depósito Central,Buenos Aires,Cinta aisladora,Adhesivos y selladores,True,Devuelto cliente,73.0,,2026-04-03 21:47:36
646,2024-12-13 21:49:04,Sucursal Tucumán,Tucumán,Casco de seguridad,Protección personal,True,Devuelto cliente,73.0,29.62,2025-07-24 21:49:04
647,2024-12-12 02:16:20,Sucursal Mendoza,Mendoza,Arena fina m3,Materiales construcción,False,Autorizado venta,65.0,121.35,
648,2024-09-25 17:02:33,Sucursal Mendoza,Mendoza,Arnés de seguridad,Protección personal,True,,78.0,69.92,2025-03-10 17:02:33
649,2025-05-30 20:25:45,Sucursal Tucumán,Tucumán,Yeso en polvo 30kg,Materiales construcción,False,Boca de inspección,188.0,90.19,
650,2024-11-30 12:34:27,Sucursal Rosario,Santa Fe,Pernos con tuerca,Fijaciones,False,Autorizado venta,234.0,218.02,
651,2025-02-18 06:26:46,Sucursal Córdoba,Córdoba,Bomba de agua 1HP,Plomería,False,,126.0,95.12,
652,2025-01-22 00:05:50,Depósito Central,Buenos Aires,Pintura látex 4L,Pinturas y químicos,True,En inspección,108.0,232.18,2026-02-27 00:05:50
653,2025-01-02 17:14:34,Sucursal Córdoba,Córdoba,Tijera de podar,Jardinería,False,Autorizado venta,73.0,34.09,
654,2025-08-18 04:49:39,Sucursal Rosario,Santa Fe,Arena fina m3,Materiales construcción,False,Enviado cliente,144.0,41.49,
655,2024-10-13 11:31:20,Sucursal Córdoba,Córdoba,Removedor de pintura,Pinturas y químicos,True,Recibido,144.0,358.26,2026-04-19 11:31:20
656,2025-07-13 20:24:03,Sucursal Córdoba,Córdoba,Flexibles de acero,Plomería,False,Boca de inspección,81.0,83.57,
657,2025-01-02 22:06:27,Depósito Central,Buenos Aires,Caja de tornillos,Fijaciones,False,Recibido,200.0,338.93,
658,2025-01-30 21:23:35,Sucursal Córdoba,Córdoba,Yeso en polvo 30kg,Materiales construcción,False,Retirado de bandeja,198.0,172.27,
659,2025-05-23 15:31:02,Sucursal Tucumán,Tucumán,Alicate universal,Herramientas manuales,False,En bandeja,42.0,77.76,
660,2025-04-02 08:28:45,Depósito Central,Buenos Aires,Martillo carpintero,Herramientas manuales,False,Devuelto a proveedor,37.0,67.51,
661,2025-02-18 17:44:48,Depósito Central,Buenos Aires,Interruptor simple,Electricidad,False,Autorizado venta,65.0,27.34,
662,2025-06-07 10:02:31,Sucursal Córdoba,Córdoba,Cable unipolar 2.5mm,Electricidad,False,Devuelto cliente,66.0,64.66,
663,2025-08-10 03:57:58,Depósito Central,Buenos Aires,Gafas protectoras,Protección personal,True,Retirado de bandeja,79.0,146.84,2026-05-03 03:57:58
664,2025-04-12 18:22:01,Sucursal Córdoba,Córdoba,Adhesivo epoxi,Adhesivos y selladores,True,En bandeja,66.0,60.38,2025-12-10 18:22:01
665,2025-01-23 03:00:52,Sucursal Tucumán,Tucumán,Soldadora eléctrica,Herramientas eléctricas,False,Devuelto cliente,29.0,,
666,2025-09-16 06:47:55,Sucursal Rosario,Santa Fe,Barniz para madera,Pinturas y químicos,True,Enviado cliente,82.0,113.24,2026-03-14 06:47:55
667,2024-09-27 05:43:47,Sucursal Córdoba,Córdoba,Barniz para madera,Pinturas y químicos,True,Retirado de bandeja,73.0,53.05,2026-06-17 05:43:47
668,2024-10-31 07:32:13,Depósito Central,Buenos Aires,Caño PVC 2m,Materiales construcción,False,Retirado de bandeja,275.0,442.05,
669,2025-08-23 03:03:52,Sucursal Tucumán,Tucumán,Cinta aisladora,Adhesivos y selladores,True,Empacado,,13.85,2027-06-23 03:03:52
670,2024-12-26 23:10:34,Sucursal Rosario,Santa Fe,Bomba de agua 1HP,Plomería,False,En bandeja,107.0,56.03,
671,2024-11-24 20:50:48,Sucursal Córdoba,Córdoba,Sellador acrílico,Adhesivos y selladores,True,Recibido,111.0,261.53,2025-12-06 20:50:48
672,2025-04-29 23:57:45,Sucursal Tucumán,Tucumán,Lijadora orbital,Herramientas eléctricas,False,Autorizado venta,8.0,12.64,
673,2024-12-28 14:48:00,Depósito Central,Buenos Aires,Yeso en polvo 30kg,Materiales construcción,False,Devuelto a proveedor,182.0,251.59,
